1678900,-6.7683253,-1.7771045,6.7599425
1678910,-6.773115,-1.8058448,6.983877
1679008,-6.5934887,0.552052,5.795947
1679018,-6.6497717,0.23710693,6.060597
1679028,-6.540798,-0.6394702,6.5156507
1679038,-6.4557753,-1.6238233,6.638994
1679048,-6.4090724,-1.9543359,6.883286
1679058,-6.234236,-1.463357,7.0401597
1679068,-6.301296,0.0071850587,6.5108604
1679077,-6.561156,0.082628176,6.6306114
1679087,-6.561156,-0.7041357,6.6006737
1679097,-6.3515916,-1.0681787,6.993457
1679107,-6.356382,0.15687378,6.890471
1679117,-6.470145,0.21076173,6.9922595
1679127,-6.5683413,-1.4992822,7.2808595
1679137,-6.577921,-3.410508,7.914342
1679147,-6.3468018,-4.29427,8.121511
1679156,-6.2617784,-4.9109874,8.054451
1679166,-6.476133,-5.6330857,7.995773
1679176,-6.234236,-6.3180614,7.69879
1679186,-5.8881555,-6.5276256,7.95865
1679196,-5.527705,-7.05453,7.6592727
1679206,-5.134922,-7.247329,7.538324
1679216,-4.9780483,-6.4917006,8.026908
1679226,-5.2917957,-4.797224,7.8472815
1679235,-5.6175184,-3.566184,7.764653
1679245,-5.471422,-3.1554382,6.986272
1679255,-5.1301317,-3.314707,6.8509536
1679265,-5.0989966,-3.8440063,7.003037
1679275,-5.2235374,-4.7624965,7.2976246
1679285,-5.149292,-4.8570995,7.7131605
1679295,-5.077441,-3.864364,7.317982
1679305,-4.940925,-2.2369483,6.5216384
1679314,-4.9540977,-1.5843054,6.030659
1679324,-4.8008165,-1.84656,6.1156826
1679334,-4.8451247,-2.445315,6.4737377
1679344,-5.2043777,-2.7925928,7.08327
1679354,-5.5360875,-2.9374914,7.4964113
1679364,-5.9228835,-2.762655,7.644902
1679374,-6.072572,-2.5758436,7.6712475
1679384,-6.2785435,-2.633324,7.764653
1679393,-6.2246556,-2.3243666,7.4808435
1679403,-6.2617784,-1.7507592,7.08327
1679413,-6.4066772,-1.5663428,6.907236
1679423,-6.312074,-1.9531385,6.9144216
1679433,-6.2653713,-2.203418,7.021
1679443,-6.363567,-2.3076012,7.413783
1679453,-6.6066613,-2.1878502,7.625742
1679463,-6.8018556,-2.569856,7.7502832
1679472,-6.581514,-3.0368848,7.6904078
1679482,-6.3994923,-2.8548632,7.652087
1679492,-6.16478,-2.4740553,7.4808435
1679502,-5.8031325,-1.7351917,7.0724926
1679512,-5.5684204,-1.3268409,6.490503
1679522,-5.3480787,-0.91609496,6.508466
1679532,-5.4019666,-1.6705261,6.413862
1679541,-5.356461,-2.7363098,6.9120264
1679551,-5.356461,-3.5697765,7.3000197
1679561,-5.2989807,-3.4524207,7.6077795
1679571,-5.483397,-2.9111462,7.5191636
1679581,-5.598358,-2.335144,7.3467226
1679591,-5.457052,-2.1734803,7.066505
1679601,-5.261858,-2.5494983,6.9946547
1679611,-5.109774,-2.567461,7.2413416
1679620,-5.0894165,-2.1243823,7.3359447
1679630,-5.0283437,-1.7723144,7.2856493
1679640,-5.0918117,-2.0848646,7.389833
1679650,-5.0918117,-2.391427,7.6568775
1679660,-5.108577,-2.5279431,7.811356
1679670,-5.0259485,-2.5878186,7.68442
1679680,-5.2175503,-2.3411317,7.2880445
1679690,-5.1049843,-1.8597326,6.5443907
1679699,-5.0115786,-1.9902612,6.2078905
1679709,-4.867877,-1.8944604,6.2474084
1679719,-4.980443,-2.3590941,6.6425867
1679729,-4.8714695,-3.0201197,7.115603
1679739,-4.622388,-3.2919543,7.101233
1679749,-4.6654983,-3.4188905,7.1994286
1679759,-4.528982,-3.547024,6.75635
1679769,-4.2655296,-3.2380664,6.40548
1679778,-4.1385937,-3.791316,6.46775
1679788,-4.045188,-4.4499464,6.42943
1679798,-3.8320313,-4.794829,6.588699
1679808,-3.8404138,-5.083429,6.8653235
1679818,-4.084706,-5.613926,7.2509217
1679828,-4.1661363,-6.1348424,7.1754785
1679838,-3.878734,-6.534811,6.7767076
1679848,-3.7038977,-6.604266,6.1599903
1679857,-3.5182836,-6.644982,5.715714
1679867,-3.253634,-6.389912,5.254673
1679877,-3.4691858,-5.6175184,4.8091993
1679887,-3.6380346,-5.22713,4.1864944
1679897,-3.9026842,-5.8666005,4.3685155
1679907,-4.27032,-6.76593,4.5205994
1679925,-4.0882983,-7.940687,4.0655456
1679935,-4.160149,-8.570578,4.2272096
1679945,-4.0344105,-8.632848,3.2871642
1679954,-4.179309,-8.935818,2.9482691
1679964,-4.684658,-8.719069,2.567461
1679974,-4.599635,-8.794512,1.2202624
1679984,-4.6104126,-9.277108,0.44547364
1679994,-5.2163525,-9.319021,1.3028907
1680004,-5.271438,-10.364447,0.549657
1680014,-5.8330703,-10.011182,1.4801221
1680024,-6.2150755,-6.1911254,3.3470397
1680033,-6.4354177,-1.4106665,1.5591577
1680043,-6.5108604,2.647694,-2.623744
1680053,-6.9204087,0.15567628,-6.404282
1680063,-7.521559,-9.364527,-6.771918
1680073,-6.3743443,-15.517331,-4.811594
1680083,-4.5565248,-15.673008,-5.483397
1680093,-3.4524207,-15.477814,-8.074808
1680103,-3.458408,-12.874428,-8.279583
1680112,-4.679868,-11.297307,-5.508545
1680122,-4.8642845,-9.958491,-4.7816563
1680132,-4.564907,-7.3658824,-4.677473
1680142,-4.399651,-4.7110033,-5.381609
1680152,-5.400769,-6.321654,-4.54934
1680162,-4.8894324,-8.835227,-3.3506324
1680172,-4.4834766,-10.460248,-2.76026
1680182,-3.8392162,-10.192005,-3.3997302
1680191,-4.127816,-9.565708,-3.9014869
1680201,-4.54934,-8.270002,-4.5277843
1680211,-4.6894484,-5.9959316,-5.0822315
1680221,-4.780459,-6.955137,-4.768484
1680231,-4.5445495,-7.339537,-5.261858
1680241,-4.3840833,-7.841294,-4.7133985
1680251,-4.628375,-8.594527,-3.923042
1680261,-4.8259645,-9.220825,-2.9231215
1680270,-4.926555,-8.93462,-2.9674292
1680280,-4.7672863,-7.388635,-3.495531
1680290,-4.660708,-7.084468,-4.6643004
1680300,-4.726571,-7.773036,-4.2152343
1680310,-4.684658,-8.776549,-1.7687219
1680322,-4.7696815,-11.049422,-1.7723144
1680331,-5.7516394,-11.151211,-0.2838098
1680341,-6.40548,-9.663904,-2.1207898
1680351,-6.74677,-5.762417,-0.65264285
1680361,-5.4750147,-6.8820887,1.101709
1680371,-5.9372535,-11.38712,2.318379
1680381,-6.324049,-12.117601,2.8979735
1680391,-6.508466,-10.754835,0.31734008
1680401,-6.8258057,-8.503517,0.16884887
1680410,-7.117998,-7.0245924,-1.7519568
1680420,-6.2869263,-4.0607557,-1.472937
1680430,-6.3719497,-5.2582655,-0.74604857
1680440,-7.4006104,-6.5012803,1.0837463
1680450,-8.0999565,-8.537047,2.1806653
1680460,-8.413704,-9.515412,2.2309606
1680470,-8.29515,-6.4330225,0.42511597
1680480,-7.7047777,-3.4332604,-0.5053491
1680489,-7.0006423,-4.2763076,-0.20716919
1680499,-7.0341725,-7.8879967,1.2693603
1680509,-6.9539394,-8.996891,2.3734643
1680519,-6.603069,-7.042555,3.849994
1680529,-6.883286,-5.9192905,1.7902771
1680539,-8.340655,-4.4715014,1.4669495
1680549,-7.413783,-2.9937744,0.97118044
1680559,-6.819818,-3.1937585,-1.2705579
1680568,-6.910829,-3.6464171,-2.1770728
1680578,-6.915619,-5.330116,-2.945874
1680588,-7.5610766,-4.536167,-3.3003368
1680598,-7.3922276,-4.916975,-4.8283596
1680608,-7.4964113,-4.538562,-4.9277525
1680618,-7.3982153,-5.346881,-5.2043777
1680628,-6.9359765,-7.916737,-5.572013
1680638,-6.339617,-8.368198,-6.218668
1680647,-6.163583,-7.6556797,-5.0966015
1680657,-6.821016,-5.142107,-5.2091675
1680667,-8.277187,-3.9469922,-6.3911095
1680677,-7.9921803,-3.4164953,-7.379055
1680687,-7.3299575,-4.60203,-7.890392
1680697,-6.9311867,-5.9839563,-7.5754466
1680707,-6.2821364,-8.806487,-8.517887
1680717,-5.743257,-9.871073,-4.9720607
1680726,-7.2090087,-8.473579,-4.9061975
1680736,-7.401808,-8.032895,-5.997129
1680746,-6.5922914,-7.731123,-6.5288234
1680756,-6.3767395,-7.0150123,-6.526428
1680766,-6.673722,-8.699908,-4.555327
