927127,-2.6273365,3.5434313,8.123906
927137,-2.5315356,3.6092944,8.098759
927147,-2.6153612,3.558999,8.087981
927246,-2.638114,3.427273,8.339458
927255,-2.654879,3.4284704,8.260423
927265,-2.7195446,3.3973353,8.406519
927275,-2.6285338,3.4081128,8.406519
927285,-2.7985804,3.4751732,8.5083065
927295,-2.8500733,3.5769618,8.484357
927305,-2.9422815,3.6284547,8.497529
927315,-2.9662316,3.5973194,8.490344
927324,-2.9398866,3.427273,8.5598
927334,-2.9159362,3.302732,8.667576
927344,-3.004552,3.3925452,8.605305
927354,-3.2608192,3.6536024,8.947793
927364,-3.5685792,4.0092626,9.002878
927374,-3.7925134,4.1469765,9.060359
927384,-3.9014869,3.906277,8.898695
927394,-3.8607714,3.681145,8.88193
927403,-3.7949085,3.3470397,8.486752
927413,-3.5769618,3.0776,8.277187
927423,-3.551814,2.7925928,8.128696
927433,-3.5110986,2.8764184,7.97302
927443,-3.5997143,2.8404932,7.8077636
927453,-3.5446289,2.8297155,7.4161777
927463,-3.3889527,2.633324,7.1527257
927473,-3.3697925,2.5578809,7.037765
927482,-3.2811768,2.4860303,6.9611244
927492,-3.114723,2.1004322,6.8090405
927502,-2.821333,1.4873071,6.461763
927512,-2.626139,0.7197034,6.309679
927522,-2.381847,-0.22872436,6.0126967
927532,-2.0633094,-1.0286609,5.835465
927542,-1.7675244,-1.9854712,5.6223083
927551,-1.4837146,-2.7686427,5.5468655
927561,-1.2322376,-3.4643958,5.3073635
927571,-0.77957886,-4.1637416,5.358856
927581,-0.5676196,-4.660708,5.157675
927591,-0.30177248,-5.0870214,4.798422
927601,-0.04670288,-5.3073635,4.28469
927611,0.11855347,-5.715714,3.441643
927621,0.45026368,-6.0031166,2.7351122
927630,0.8478369,-6.2007055,1.8178198
927640,1.1867322,-6.4821205,0.9400452
927650,1.6801062,-6.3360243,-0.19279908
927660,2.0285816,-6.3300366,-0.8310718
927670,2.3806493,-6.319259,-2.1459374
927680,2.7339149,-6.7407823,-3.0764027
927690,3.1937585,-7.709568,-4.6415477
927700,3.4200878,-8.828042,-5.5636306
927709,3.7158728,-11.347603,-6.227051
927719,4.319418,-14.004877,-5.9145007
927729,4.5217967,-15.140116,-5.706134
927739,4.8750625,-15.143708,-5.724097
927749,5.0822315,-14.917379,-5.8187
927759,5.3037705,-14.679074,-5.931266
927769,5.649851,-14.212046,-5.8965383
927779,6.149213,-13.618081,-6.45338
927788,6.598279,-12.650494,-7.005432
