1692184,-5.310956,-3.5134935,6.382727
1692193,-5.2403026,-3.838019,6.516848
1692203,-5.2558703,-4.439169,6.653364
1692302,-6.189928,-3.5410364,6.9048414
1692311,-6.2102857,-3.4236803,6.7826953
1692321,-6.340814,-3.6188745,6.364764
1692331,-6.3432093,-3.1207104,6.3527894
1692341,-6.526428,-2.8165429,6.149213
1692351,-6.7755103,-2.151925,6.234236
1692361,-6.836583,-1.597478,5.53968
1692371,-7.0186048,-2.2201831,5.0977993
1692381,-7.0712953,-3.2835717,5.0738487
1692390,-6.5743284,-3.7589831,5.166057
1692400,-6.321654,-3.4069152,4.996011
1692410,-6.1108923,-3.5829492,4.931345
1692420,-6.0246716,-3.854784,4.8978148
1692430,-6.0617943,-3.8883142,4.6152024
1692440,-6.394702,-4.2152343,4.3421702
1692450,-6.476133,-4.1613464,3.6991076
1692460,-6.836583,-3.67396,3.194956
1692469,-7.2437367,-4.829557,1.9196081
1692479,-7.2581067,-6.908434,1.0130932
1692489,-6.979087,-8.339458,0.5017566
1692499,-6.7755103,-8.960965,0.6119275
1692509,-6.4725404,-9.871073,-0.05867798
1692519,-6.219866,-10.330916,-0.42272094
1692529,-6.228248,-10.599159,-0.81310916
1692538,-6.082152,-10.579999,-1.1939173
1692548,-5.910908,-10.32972,-1.5459851
1692558,-5.7564297,-9.76689,-2.13516
1692568,-5.3923864,-9.451944,-2.2896388
1692578,-5.034331,-9.422007,-2.711162
1692588,-5.157675,-9.441167,-2.8931837
1692598,-5.2259326,-9.156159,-3.2644117
1692608,-5.126539,-8.484357,-3.969745
1692617,-4.907395,-7.8796144,-4.5325747
1692627,-4.7385464,-7.877219,-4.646338
1692637,-4.7301636,-8.040081,-4.623585
1692647,-4.7385464,-7.860454,-5.1504893
1692657,-4.812792,-7.6724453,-5.586383
1692667,-4.9924183,-7.5035963,-5.667814
1692677,-5.2283278,-7.4784484,-6.013894
1692687,-5.3600535,-7.550299,-5.870193
